no;brand;name;new_price;ml;concentration;department;scents;base_note;middle_note;combined_notes;note_length;unique_words;cluster
21;Alina Corel;Monsieur Intense Gold;31;100;EDP;Unisex;woody;rare wood amber fat white musk;shepherd saffron teak wood gaiak wood;woody rare wood amber fat white musk shepherd saffron teak wood gaiak wood;74;11;2
22;Revlon;Charlie Gold;43;100;EDT;Women;woody;sandalwood cedar wood vanilla caramel musk woody accords;jasmine rose muget freesia cinnamon;woody sandalwood cedar wood vanilla caramel musk woody accords jasmine rose muget freesia cinnamon;98;13;2
23;TED LAPIDUS;Pour Homme;44;100;EDT;Men;woody;sandalwood tonka bean amber patchouli musk oakmoss cedar tobacco;pine tree honey orris root jasmine caraway petitgrain lilyofthevalley rose brazilian rosewood incense;woody sandalwood tonka bean amber patchouli musk oakmoss cedar tobacco pine tree honey orris root jasmine caraway petitgrain lilyofthevalley rose brazilian rosewood incense;172;23;1
24;Britney Spears;Fantasy;90;100;EDP;Women;vanilla;luid sandalwood jasmine amber vanilla;sweet napolitano cake verbena jacaranda wood grapefruit blossom;vanilla luid sandalwood jasmine amber vanilla sweet napolitano cake verbena jacaranda wood grapefruit blossom;109;13;2
25;GUCCI;Bloom Aqua Di Fiori;311;100;EDT;Women;fruity;jasmine;tuberose;fruity jasmine tuberose;23;3;0
26;Yves Saint Laurent;Body Kouros;203;100;EDT;Men;woody;benzoin;chinese cedar clary sage;woody benzoin chinese cedar clary sage;38;6;0
27;Van Cleef & Arpels;First;170;100;EDT;Women;floral;honey sandalwood tonka bean amber musk civet vanilla oakmoss vetiver;carnation tuberose orchid orris root jasmine hiacynth turkish rose ylangylang lilyofthevalley narcissus;floral honey sandalwood tonka bean amber musk civet vanilla oakmoss vetiver carnation tuberose orchid orris root jasmine hiacynth turkish rose ylangylang lilyofthevalley narcissus;179;23;1
28;NARCISO RODRIGUEZ;Narciso Rodriguez;226;100;EDP;Women;musk;patchouli sandalwood;amber musk;musk patchouli sandalwood amber musk;36;4;0
29;S.T.Dupont;S.T. Dupont;79;100;EDT;Men;spicy;sandalwood amber patchouli musk coconut;carnation cypress iris cinnamon lavender jasmine;spicy sandalwood amber patchouli musk coconut carnation cypress iris cinnamon lavender jasmine;94;12;2
30;Estee Lauder;Knowing;220;75;EDP;Women;woody;oakmoss vetiver sandalwood amber;jasmine patchouli orange flower;woody oakmoss vetiver sandalwood amber jasmine patchouli orange flower;70;9;2
31;Geoffrey Beene;Grey Flannel For Men;79;120;EDT;Men;woody;tonka bean almond oakmoss vetiver cedar;mimose iris violet sage rose geranium narcissus;woody tonka bean almond oakmoss vetiver cedar mimose iris violet sage rose geranium narcissus;93;14;2
32;Dolce & Gabbana;The Only One;187;100;EDP;Women;oriental floral;marshmallow vanilla sandalwood heliotrope;coffee iris;oriental floral marshmallow vanilla sandalwood heliotrope coffee iris;69;8;2
33;Rasasi;Al Wisam Day;76;100;EDP;Men;oriental;oak moss rich musty oud;amber nuanced clary sage soft milky sandalwood woody cedarwood;oriental oak moss rich musty oud amber nuanced clary sage soft milky sandalwood woody cedarwood;95;15;2
34;Mancera;Black Vanilla;296;120;EDP;Unisex;woody;vanilla pods madagascar white musk;delicate bulgarian rose violet jasmine;woody vanilla pods madagascar white musk delicate bulgarian rose violet jasmine;79;11;2
35;Dior;Addict;333;100;EDP;Women;floral;bourbon vanilla sandal wood tonka bean;night queen flower bulgarian rose orange flower;floral bourbon vanilla sandal wood tonka bean night queen flower bulgarian rose orange flower;93;13;2
36;S.T.Dupont;Passenger;108;100;EDT;Men;spicy;guaiac wood benzoin;ginger cardamom pink pepper lavender;spicy guaiac wood benzoin ginger cardamom pink pepper lavender;62;9;0
37;BURBERRY;Brit Rhythm Intense;136;90;EDT;Men;spicy;cashmere woodcoumaringuaiac woodleathersandalwoodtonka beansvanilla;amberbasillavendermintpatchouli;spicy cashmere woodcoumaringuaiac woodleathersandalwoodtonka beansvanilla amberbasillavendermintpatchouli;105;6;2
38;Calvin Klein;CK Be;108;200;EDT;Men;floral;musk sandalwood cedar vanilla opoponax amber;green grass peach jasmine freesia magnolia orchid;floral musk sandalwood cedar vanilla opoponax amber green grass peach jasmine freesia magnolia orchid;101;14;2
39;GUCCI;Guilty;214;75;EDT;Women;floral;patchouli amber;raspberry vilolet lilac peach;floral patchouli amber raspberry vilolet lilac peach;52;7;0
40;AIGNER;Starlight;126;100;EDP;Women;floral;patchouli sandalwood vanilla white musk;cumin jasmine strawberries;floral patchouli sandalwood vanilla white musk cumin jasmine strawberries;73;9;2
41;BENTLEY;Azure;107;100;EDT;Men;citrus;cashmere wood tonka bean orcanox;pimento tea accord lavender clary sage;citrus cashmere wood tonka bean orcanox pimento tea accord lavender clary sage;78;12;2
42;VERSACE;Dylan Blue;20;5;EDT;Men;citrus;frankincense musk saffron tonka beans;ambroxan black pepper papyrus patchouli violet leaves;citrus frankincense musk saffron tonka beans ambroxan black pepper papyrus patchouli violet leaves;98;13;2
43;Estee Lauder;Modern Muse;164;50;EDP;Women;floral;amber musk patchouli woody notes;honey suckle jasmine sambac lily tuberose;floral amber musk patchouli woody notes honey suckle jasmine sambac lily tuberose;81;12;2
44;Yves Saint Laurent;La Nuit De L'Homme L'Intense;204;100;EDP;Men;vanilla;tonka bean patchouli;vanilla sage;vanilla tonka bean patchouli vanilla sage;41;5;0
45;Juicy Couture;Vivi La Juicy Limited Edition;154;100;EDP;Women;floral;amber caramel vanilla sandalwood pralines;honeysuckle gardenia jasmine;floral amber caramel vanilla sandalwood pralines honeysuckle gardenia jasmine;77;9;2
46;Laura Mars;Splandid;36;100;EDP;Women;floral;vanilla amber;jasmine geranium neroli ylangylan;floral vanilla amber jasmine geranium neroli ylangylan;54;7;0
47;GIORGIO ARMANI;Stronger With You;170;100;EDT;Men;vanilla;vanilla chestnut cedar amber wood guaiac wood;pineapple sage melon cinnamon lavender;vanilla vanilla chestnut cedar amber wood guaiac wood pineapple sage melon cinnamon lavender;92;11;2
48;CHLOE;Chloe;186;75;EDP;Women;floral;cedar amber;magnolia lilyofthevalley rose;floral cedar amber magnolia lilyofthevalley rose;48;6;0
49;HERMES;Terre D'Hermes;9;2;EDT;Men;citrus;patchouli cedar vetiver benzoin;pepper pelargonium;citrus patchouli cedar vetiver benzoin pepper pelargonium;57;7;0
50;Elizabeth Arden;5Th Avenue;89;125;EDP;Women;floral;amber vanilla clove iris musk sandalwood;peach jasmine bulgarian rose violet tuberose carnation nutmeg ylangylang;floral amber vanilla clove iris musk sandalwood peach jasmine bulgarian rose violet tuberose carnation nutmeg ylangylang;120;16;1
51;VERSACE;Dylan Blue;217;100;EDT;Men;fresh;incense musk tonka bean saffron;ambroxan patchouli black pepper violet leaf papyrus;fresh incense musk tonka bean saffron ambroxan patchouli black pepper violet leaf papyrus;89;13;2
52;Benetton;Hot Gold;27;100;EDT;Women;fresh;amber musk sandalwood;carambola rose mimosa;fresh amber musk sandalwood carambola rose mimosa;49;7;0
53;PACO RABANNE;Invictus;210;100;EDT;Men;citrus;guaiac wood patchouli heart;ambregris accord grapefruit zests;citrus guaiac wood patchouli heart ambregris accord grapefruit zests;68;9;2
54;Roberto Cavalli;Nero Assoluto;129;75;EDP;Women;arabian;ebony woodsy notes;vanilla;arabian ebony woodsy notes vanilla;34;5;0
55;DORALL COLLECTION;Scholar;9;100;EDT;Men;floral;patchouli moss woodyamber sandalwood musk dry woods;jasmine peach apple green notes lavender muguet dried fruits;floral patchouli moss woodyamber sandalwood musk dry woods jasmine peach apple green notes lavender muguet dried fruits;119;17;1
56;Calvin Klein;Eternity;100;100;EDT;Men;floral;sandalwood amber musk vetiver brazilian rosewood;coriander lily orange blossom juniper berries basil jasmine sage lilyofthevalley geranium;floral sandalwood amber musk vetiver brazilian rosewood coriander lily orange blossom juniper berries basil jasmine sage lilyofthevalley geranium;145;18;1
57;Juicy Couture;Viva La Juicy Noir;144;100;EDP;Women;fruity;amber caramel vanilla sandalwood;gardenia honeysuckle jasmine;fruity amber caramel vanilla sandalwood gardenia honeysuckle jasmine;68;8;2
58;PACO RABANNE;Lady Million;210;80;EDP;Women;floral;gardenia;arabic jasmine african orange flower;floral gardenia arabic jasmine african orange flower;52;7;0
59;Giorgio Beverly Hills;giorgio;120;90;EDT;Women;floral;sandalwood patchouli vanilla amber cedar oakmoss musk;ylangylang seductive tuberose gardenia jasmine rose orchid;floral sandalwood patchouli vanilla amber cedar oakmoss musk ylangylang seductive tuberose gardenia jasmine rose orchid;119;15;1
60;Guerlain;Idylle;256;100;EDP;Women;floral;amber accord sandalwood;magnolia jasmine ylang ylang;floral amber accord sandalwood magnolia jasmine ylang ylang;59;7;0
61;Yves Saint Laurent;Libre;410;90;EDP;Women;floral;amber vanilla ambergris musk;orange blossom jasmine lavender;floral amber vanilla ambergris musk orange blossom jasmine lavender;67;9;2
62;Jean Paul GAULTIER;Scandal;288;50;EDP;Women;floral;patchouli beeswax caramel licorice;honey gardenia jasmine orange blossom peach;floral patchouli beeswax caramel licorice honey gardenia jasmine orange blossom peach;85;11;2
63;BURBERRY;Mr. Burberry;179;100;EDP;Men;woody;patchouli amber sandalwood vetiver benzoin cinnamon;lavender cedar nutmeg;woody patchouli amber sandalwood vetiver benzoin cinnamon lavender cedar nutmeg;79;10;2
64;Ajmal;Raindrops;47;50;EDP;Women;fruity;floral ambery woody;animalistic floral;fruity floral ambery woody animalistic floral;45;5;0
65;GUCCI;Guilty Absolute;332;90;EDP;Women;spicy;patchouli amber;vetiver cypress bulgarian rose woody notes;spicy patchouli amber vetiver cypress bulgarian rose woody notes;64;9;0
66;BURBERRY;Mr. Burberry;200;100;EDP;Men;woody;patchouli amber sandalwood vetiver benzoin cinnamon;lavender cedar nutmeg;woody patchouli amber sandalwood vetiver benzoin cinnamon lavender cedar nutmeg;79;10;2
67;VERSACE;Dylan Blue;20;5;EDT;Men;citrus;frankincense musk saffron tonka beans;ambroxan black pepper papyrus patchouli violet leaves;citrus frankincense musk saffron tonka beans ambroxan black pepper papyrus patchouli violet leaves;98;13;2
68;J.CASANOVA;ICQ;76;100;EDT;Men;fresh;wood cedar wood patchouli animal sandalwood;floral ylangylang jasmin cyclamen rosewood;fresh wood cedar wood patchouli animal sandalwood floral ylangylang jasmin cyclamen rosewood;92;11;2
69;UNITED COLORS OF BENETTON;Cold;27;100;EDT;Women;spicy;amber frankincense musk patchouli vanilla vetiver;coriander cumin pimiento;spicy amber frankincense musk patchouli vanilla vetiver coriander cumin pimiento;80;10;2
70;YSL;Supreme Bouquet;699;75;EDP;Unisex;woody;amber musk patchouli;tuberose jasmine ylangylang;woody amber musk patchouli tuberose jasmine ylangylang;54;7;0
71;TOMMY HILFIGER;Tommy;129;100;EDT;Men;spicy;amber cactus cotton;cranberry rose apple;spicy amber cactus cotton cranberry rose apple;46;7;0
72;RALPH LAUREN;Safari;178;125;EDT;Men;woody;leather sandalwood amber patchouli musk oakmoss cedar;cyclamen carnation cinnamon tarragon jasmine rose;woody leather sandalwood amber patchouli musk oakmoss cedar cyclamen carnation cinnamon tarragon jasmine rose;109;14;2
73;EMPORIO ARMANI;Stronger With You;175;100;EDT;Men;floral;amberwood cedar chestnut vanilla;melon pineapple sage;floral amberwood cedar chestnut vanilla melon pineapple sage;60;8;0
74;TED LAPIDUS;Rumba Passion Ted Lapidus;95;100;EDT;Women;floral;patchouli vanilla honey;jasmine rose;floral patchouli vanilla honey jasmine rose;43;6;0
75;HUGO BOSS;Dark Blue;129;75;EDT;Men;citrus;benzoin olibanum patchouli suede;pelargonium cypress sage;citrus benzoin olibanum patchouli suede pelargonium cypress sage;64;8;0
76;VERSACE;Dylan Blue;217;100;EDT;Men;fresh;incense musk tonka bean saffron;ambroxan patchouli black pepper violet leaf papyrus;fresh incense musk tonka bean saffron ambroxan patchouli black pepper violet leaf papyrus;89;13;2
77;BOUCHERON;Quatre;169;100;EDP;Women;floral;caramel cashmere vanilla white musk;apple jasmine fishing rose;floral caramel cashmere vanilla white musk apple jasmine fishing rose;69;10;2
78;DORALL COLLECTION;Molto Carina;8;100;EDT;Women;woody;musk lactone woody amber;tropical fruits peach jasmin water;woody musk lactone woody amber tropical fruits peach jasmin water;65;9;0
79;armani;Stronger With You Intensely;336;100;EDP;Men;sweet aromatic;ambery woods;vanilla;sweet aromatic ambery woods vanilla;35;5;0
80;PACO RABANNE;1 Million;173;100;EDT;Men;woody;indian patchouli amber woody notes leather;rose absolute musk cinnamon bark;woody indian patchouli amber woody notes leather rose absolute musk cinnamon bark;81;11;2
81;VALENTINO;Valentina;241;80;EDP;Women;floral;virginia cedarvanillaamber;strawberrytuberoseafrican orange flowerjasmine;floral virginia cedarvanillaamber strawberrytuberoseafrican orange flowerjasmine;80;6;2
82;Ard Al Zaafaran;Oud 24 Hours;47;100;EDP;Unisex;fresh;amber incense sandalwood patchouli agarwood oud;spicy notes fruity notes jasmine gardenia ylangylang;fresh amber incense sandalwood patchouli agarwood oud spicy notes fruity notes jasmine gardenia ylangylang;106;13;2
83;DKNY;Be Delicious;148;100;EDP;Women;floral;white amber woods;apple tuberose white muguet rose violet;floral white amber woods apple tuberose white muguet rose violet;64;9;0
84;Estee Lauder;Modern Muse;239;100;EDP;Women;floral;patchouli amber musk vanilla woodsy note;tuberose lily flower petals honeysuckles jasmine sambac chinee jasmine;floral patchouli amber musk vanilla woodsy note tuberose lily flower petals honeysuckles jasmine sambac chinee jasmine;118;15;1
85;CAROLINA HERRERA;Good Girl;213;80;EDP;Women;arabian;tonka bean cocoa sandalwood praline cinnamon cedar cashmere wood;jasmine sambac tuberose orris bulgarian rose orange blossom;arabian tonka bean cocoa sandalwood praline cinnamon cedar cashmere wood jasmine sambac tuberose orris bulgarian rose orange blossom;132;18;1
86;BURBERRY;Mr.Burberry;199;100;EDP;Men;woody;sandalwood vetiver guaiac wood;birch leaf nutmeg oil cedar;woody sandalwood vetiver guaiac wood birch leaf nutmeg oil cedar;64;10;0
87;Guerlain;Ideal;223;100;EDP;Men;fruity;leather sandalwood tonka beans;bulgarian rose cherry incense vanilla;fruity leather sandalwood tonka beans bulgarian rose cherry incense vanilla;75;10;2
88;GIORGIO ARMANI;Acqua Di Gio;464;200;EDT;Men;citrus;amber oak moss musk cedar;violet coriander small coconut peach rose sea notes freesia flower of love;citrus amber oak moss musk cedar violet coriander small coconut peach rose sea notes freesia flower of love;107;18;2
89;ELIE SAAB;Girl of Now Shine;192;90;EDP;Women;arabian;iris jasmine sweet vanilla patchouli;roasted almonds ylangylang;arabian iris jasmine sweet vanilla patchouli roasted almonds ylangylang;71;9;2
90;NARCISO RODRIGUEZ;Narciso Rodriguez;215;50;EDP;Women;spicy;patchouli sandalwood;amber musk;spicy patchouli sandalwood amber musk;37;5;0
91;Ajmal;Raindrops;47;50;EDP;Women;fruity;floral ambery woody;animalistic floral;fruity floral ambery woody animalistic floral;45;5;0
92;Roberto Cavalli;Uomo;126;100;EDT;Men;floral;cedar;honey lavender;floral cedar honey lavender;27;4;0
93;MONTBLANC;Emblem Absolu;116;100;EDT;Men;spicy;patchouli vetiver moss;pink pepper lavender fruits honey;spicy patchouli vetiver moss pink pepper lavender fruits honey;62;9;0
94;LACOSTE;Eau de Lacoste L. 12.12 Noir;85;100;EDT;Men;spicy;dark chocolate cashmeran coumarin patchouli;basil verbena lavender;spicy dark chocolate cashmeran coumarin patchouli basil verbena lavender;72;9;2
95;Calvin Klein;CKIN2U;82;100;EDT;Men;citrus;vetiver cedar white musk;cacao pod;citrus vetiver cedar white musk cacao pod;41;7;0
96;Roberto Cavalli;Florence;166;75;EDP;Women;floral;patchouli musk amber;orange blossom grapefruit blossom hibiscus seed;floral patchouli musk amber orange blossom grapefruit blossom hibiscus seed;75;9;2
97;TOMMY HILFIGER;Tommy Hilfiger;124;100;EDT;Men;spicy;amber cactus cotton flower;cranberry rose granny smith apple;spicy amber cactus cotton flower cranberry rose granny smith apple;66;10;0
98;LE CHAMEAU;Atelier Intense;71;80;EDT;Men;arabian;vetyver amber musk oakmoss;spicy sandalwood ceadarwood tonka;arabian vetyver amber musk oakmoss spicy sandalwood ceadarwood tonka;68;9;2
99;LE CHAMEAU;Genesis Oud Malaki;73;100;EDT;Unisex;arabian;musk vetiver;agarwood apple patchouli amber;arabian musk vetiver agarwood apple patchouli amber;51;7;0
100;AVON;Tomorrow;70;50;EDP;Women;floral;powdery floral woody balsamic rose;musk;floral powdery floral woody balsamic rose musk;46;6;0
101;PACO RABANNE;Invictus;210;100;EDT;Men;citrus;guaiac wood patchouli heart;ambregris accord grapefruit zests;citrus guaiac wood patchouli heart ambregris accord grapefruit zests;68;9;2
102;Salvatore Ferragamo;Signorina Eleganza;153;100;EDP;Women;fruity;patchouli white leather;almond powder golden osmanthus petals;fruity patchouli white leather almond powder golden osmanthus petals;68;9;2
103;Carrera;Pour Homme;43;100;EDT;Men;woody;cedar tonka bean musk leather sandalwood oakmoss;anise ginger cloves jasmine;woody cedar tonka bean musk leather sandalwood oakmoss anise ginger cloves jasmine;82;12;2
104;DORALL COLLECTION;Nashwa;14;100;EDT;Women;woody;amber patchouli vanilla musk sandalwood;magnolia gardenia lily of valley freesia jasmine;woody amber patchouli vanilla musk sandalwood magnolia gardenia lily of valley freesia jasmine;94;13;2
105;Calvin Klein;Euphoria;94;100;EDT;Men;woody;amber patchouli brazilian redwood suede;black basil sage cedar;woody amber patchouli brazilian redwood suede black basil sage cedar;68;10;2
106;HUGO BOSS;XX;158;100;EDT;Women;fruity;amber musk sandalwood;jasmine rice rose;fruity amber musk sandalwood jasmine rice rose;46;7;0
107;Sedr Al-Khaleej Perfumes;Moon Light;34;100;EDP;Women;citrus;tonka bean cocoa sandalwood praline cinnamon cedar cashmere wood;jasmine sambac tuberose orris bulgarian rose orange blossom;citrus tonka bean cocoa sandalwood praline cinnamon cedar cashmere wood jasmine sambac tuberose orris bulgarian rose orange blossom;131;18;1
108;Dunhill;Desire;84;100;EDT;Men;fresh;vanilla musk labdanum;rose teakwood patchouli;fresh vanilla musk labdanum rose teakwood patchouli;51;7;0
109;Dior;Sauvage;240;100;EDT;Men;fresh;cedar labdanum ambroxan;geranium lavender sichuan pepper elemi pink pepper vetiver patchouli;fresh cedar labdanum ambroxan geranium lavender sichuan pepper elemi pink pepper vetiver patchouli;98;12;2
110;TRUSSARDI;My Land;164;100;EDT;Men;woody;leather vetiver tonka bean;lavender violet calone;woody leather vetiver tonka bean lavender violet calone;55;8;0
111;Dupont;Passenger;95;100;EDT;Men;woody;guaiac wood benzoin;ginger cardamom pink pepper lavender;woody guaiac wood benzoin ginger cardamom pink pepper lavender;62;9;0
112;ANGEL SCHLESSER;Essential;103;100;EDP;Women;oriental;sandal wood musk vetiver;peony violet freesia bulgarian rose;oriental sandal wood musk vetiver peony violet freesia bulgarian rose;69;10;2
113;Calvin Klein;Euphoria;91;100;EDT;Men;woody;amber patchouli brazilian redwood suede;black basil sage cedar;woody amber patchouli brazilian redwood suede black basil sage cedar;68;10;2
114;PACO RABANNE;Pour Homme;136;100;EDT;Men;woody;honey amber musk oakmoss;tonka bean lavender geranium;woody honey amber musk oakmoss tonka bean lavender geranium;59;9;0
115;MONTBLANC;Starwalker;125;75;EDT;Men;woody;ginger fir resin nutmeg amber;sandalwood white musk cedar;woody ginger fir resin nutmeg amber sandalwood white musk cedar;63;10;0
116;DORALL COLLECTION;Classic Black;8;100;EDT;Men;fresh;chocolatecashmere wood patchouli tonka bean;basil verbena lavender;fresh chocolatecashmere wood patchouli tonka bean basil verbena lavender;72;9;2
117;S.T.Dupont;Essence Pure;84;100;EDT;Women;citrus;amber patchouli vanilla cedar;jasmine rose;citrus amber patchouli vanilla cedar jasmine rose;49;7;0
118;S.T.Dupont;Passenger Spray;124;100;EDP;Women;fruity;sandalwood musk;redolent cyclamen gardenia rose iris;fruity sandalwood musk redolent cyclamen gardenia rose iris;59;8;0
119;DAVIDOFF;Zino;81;125;EDT;Men;woody;tonka sandal amber cedar patchouli vanilla;muguet rose jasmine geranium;woody tonka sandal amber cedar patchouli vanilla muguet rose jasmine geranium;77;11;2
120;Ajmal;Evoke;150;75;EDP;Women;floral;patchouli vanilla moss;jasmine rose orris;floral patchouli vanilla moss jasmine rose orris;48;7;0
121;Guerlain;Idylle;259;100;EDP;Women;floral;musk patchouli;jasmine lilac lily lily of valley peony;floral musk patchouli jasmine lilac lily lily of valley peony;61;9;0
122;CHOPARD;Wish;96;75;EDP;Women;oriental;patchouli caramel amber sandalwood vanilla;honey milk lily of valley orchid violet jasmine heliotrope osmanthus magnolia;oriental patchouli caramel amber sandalwood vanilla honey milk lily of valley orchid violet jasmine heliotrope osmanthus magnolia;129;17;1
123;PACO RABANNE;Olympêa;150;80;EDP;Women;floral;sandalwood cashmere ambergris;vanilla;floral sandalwood cashmere ambergris vanilla;44;5;0
124;CHOPARD;Happy Spirit;152;75;EDP;Women;floral;amber cashmere wood musk;honeysuckle osmanthus;floral amber cashmere wood musk honeysuckle osmanthus;53;7;0
125;CARTIER;Pasha de Cartier;185;100;EDT;Men;aromatic;oakmoss sandalwood patchouli labdanum;coriander brazilian rosewood;aromatic oakmoss sandalwood patchouli labdanum coriander brazilian rosewood;75;8;2
126;PACO RABANNE;Olympea;134;80;EDP;Women;floral;cashmere sandalwood ambergris;salted vanilla;floral cashmere sandalwood ambergris salted vanilla;51;6;0
127;jennifer lopez;Live;104;100;EDP;Women;fruity;tonka bean sensual rich creamy buttery lactonic caramel;uity red currant blossoms violet;fruity tonka bean sensual rich creamy buttery lactonic caramel uity red currant blossoms violet;95;14;2
128;Yves Saint Laurent;Black Opium Nuit Blanche;266;90;EDP;Women;spicy;vanilla absolute sandalwood white musk;orange blossom absolute black opium coffee;spicy vanilla absolute sandalwood white musk orange blossom absolute black opium coffee;87;11;2
129;LACOSTE;Eau de Lacoste L. 12.12 Noir;85;100;EDT;Men;spicy;dark chocolate cashmeran coumarin patchouli;basil verbena lavender;spicy dark chocolate cashmeran coumarin patchouli basil verbena lavender;72;9;2
130;Calvin Klein;Euphoria Intense;99;100;EDT;Men;spicy;cashmere woods madagascar vanilla burnt amber australian sandalwood;black basil sage cedar vetiver;spicy cashmere woods madagascar vanilla burnt amber australian sandalwood black basil sage cedar vetiver;104;14;2
131;PACO RABANNE;Paco Rabanne;133;100;EDT;Men;woody;tobacco oakmoss musk;lavender thyme tarragon;woody tobacco oakmoss musk lavender thyme tarragon;50;7;0
132;Ajmal;Sacrifice;75;50;EDP;Women;floral;woody oriental musky;floral musky;floral woody oriental musky floral musky;40;4;0
133;BVLGARI;Petits Et Mamans;197;100;EDT;Women;floral;iris vanilla;white peach;floral iris vanilla white peach;31;5;0
134;Ferrari;Scuderia Black;98;125;EDT;Men;fruity;cedar amber musk vanilla;cardamom cinnamon rose jasmine;fruity cedar amber musk vanilla cardamom cinnamon rose jasmine;62;9;0
135;TRUSSARDI;My Name;228;50;EDP;Women;floral;dry amber vanilla;lilac musk;floral dry amber vanilla lilac musk;35;6;0
136;VERSACE;Crystal Noir;183;50;EDT;Women;arabian;sandalwood musk amber;orange blossom peony gardenia coconut;arabian sandalwood musk amber orange blossom peony gardenia coconut;67;9;2
137;Calvin Klein;Intense Euphoria;109;100;EDT;Men;spicy;labdanum amber patchouli agarwood myrrh;black basil sage cedar vetiver;spicy labdanum amber patchouli agarwood myrrh black basil sage cedar vetiver;76;11;2
138;PACO RABANNE;One Million Lucky;257;100;EDT;Men;woody;white cedar patchouli amber wood vanilla;hazelnut cedar jasmine;woody white cedar patchouli amber wood vanilla hazelnut cedar jasmine;69;9;2
139;HERMES;Terre D' Hermes;173;100;EDT;Men;citrus;woody notes patchouli cedar;geranium;citrus woody notes patchouli cedar geranium;43;6;0
140;Alrehab;Anfas Aloud;85;60;EDP;Unisex;arabian;oud;bergamot;arabian oud bergamot;20;3;0
141;EMPORIO ARMANI;Because It's You;154;100;EDP;Women;floral;musk vanilla amberwood;rose;floral musk vanilla amberwood rose;34;5;0
142;Genie;London Burberry;0;25;EDP;Women;floral;wood musk;jasmine tiare flower soft peony;floral wood musk jasmine tiare flower soft peony;48;8;0
143;Roberto Cavalli;Women;103;75;EDP;Women;arabian;benzointonka beansvanilla;orange tree blossom;arabian benzointonka beansvanilla orange tree blossom;53;6;0
144;LALIQUE;Lalique;249;100;EDP;Women;woody;white musksandalwoodvanilla;blackberrycassispear;woody white musksandalwoodvanilla blackberrycassispear;54;4;0
145;Franck Olivier;Oud Touch;93;100;EDP;Men;woody;amber musk vanilla;violet patchouli rose jasmine olibanum;woody amber musk vanilla violet patchouli rose jasmine olibanum;63;9;0
146;TOMMY HILFIGER;Tommy;130;100;EDT;Men;spicy;amber cactus cotton plant blossom;apple cranberries rose;spicy amber cactus cotton plant blossom apple cranberries rose;62;9;0
147;Elizabeth Arden;5th Avenue;93;75;EDP;Women;floral;amber tibetan musk sandalwood iris vanilla;bulgarian pink violet ylangylang jasmine indian tuberose peach carnation nutmeg;floral amber tibetan musk sandalwood iris vanilla bulgarian pink violet ylangylang jasmine indian tuberose peach carnation nutmeg;129;17;1
148;ELIE SAAB;Girl Of Now;250;90;EDP;Women;floral;patchoulicashmerantonka bean almod milk;orange blossommagnolialmond;floral patchoulicashmerantonka bean almod milk orange blossommagnolialmond;74;7;2
149;PACO RABANNE;One Million;287;200;EDT;Men;woody;blonde leather patchouli white woods amber;rose absolute cinnamon spices;woody blonde leather patchouli white woods amber rose absolute cinnamon spices;78;11;2
150;Calvin Klein;Euphoria;94;100;EDT;Men;woody;amber patchouli brazilian redwood suede;black basil sage cedar;woody amber patchouli brazilian redwood suede black basil sage cedar;68;10;2
151;cacharel;Noa;154;100;EDT;Women;fresh;woodsy transparent coffee incense touches;white flowers ylangylang rose;fresh woodsy transparent coffee incense touches white flowers ylangylang rose;77;10;2
152;GUESS;Seductive Homme;91;100;EDT;Men;spicy;musk sandalwood patchouli amber;vetiver violet leaf orchid;spicy musk sandalwood patchouli amber vetiver violet leaf orchid;64;9;0
153;Al Fakhr;Ameer Al Oud Khususi;12;100;EDP;Unisex;woody sweet;sandalwood cedarwood;black pepper cardamom;woody sweet sandalwood cedarwood black pepper cardamom;54;7;0
154;Alrehab;Anfas Aloud;85;60;EDP;Unisex;arabian;oud;bergamot;arabian oud bergamot;20;3;0
155;Givenchy;Pour Homme;117;100;EDT;Men;spicy;labdanum ceder;vetiver lavender;spicy labdanum ceder vetiver lavender;37;5;0
156;Rasasi;Blue;36;100;EDT;Men;spicy;amber woody;geranium rose coriander pepper jasmine;spicy amber woody geranium rose coriander pepper jasmine;56;8;0
157;GIORGIO ARMANI;Eau Pour Homme Reno 2013;186;50;EDT;Men;citrus;patchouli oakmoss sandalwood;cloves lily nutmeg;citrus patchouli oakmoss sandalwood cloves lily nutmeg;54;7;0
158;LACOSTE;Touch Of Pink;95;50;EDT;Women;floral;woodsymusk base vanilla;jasmine unexpected carrot spicy coriander;floral woodsymusk base vanilla jasmine unexpected carrot spicy coriander;72;9;2
159;GUESS;Gold;119;75;EDP;Women;floral;sandalwood patchouli amber vetiver sensual musk;jasmine lotus intoxicating seductress rose;floral sandalwood patchouli amber vetiver sensual musk jasmine lotus intoxicating seductress rose;97;12;2
160;BVLGARI;Goldea The Roman Night;229;75;EDP;Women;floral;patchouliblack muskvetivermoss;black peonynightblooming jasminerosetuberose;floral patchouliblack muskvetivermoss black peonynightblooming jasminerosetuberose;82;6;2
161;LACOSTE;Lacoste;115;100;EDT;Men;citrus;cedar woody notes amber vanilla musk;black pepper ginger jasmine almond;citrus cedar woody notes amber vanilla musk black pepper ginger jasmine almond;78;12;2
